lat,long,freq
0,0,0
-84.420289999999994,33.8095,50
-84.420929999999998,33.708939999999998,108
-84.371229999999997,33.823459999999997,105
-84.394379999999998,33.736989999999999,214
-84.374279999999999,33.777769999999997,141
-84.535780000000003,33.725070000000002,9
-84.393749999999997,33.721640000000001,182
-84.505840000000006,33.689900000000002,110
-84.390870000000007,33.781529999999997,97
-84.399730000000005,33.699829999999999,64
-84.429159999999996,33.732140000000001,104
-84.478390000000005,33.765230000000003,109
-84.378749999999997,33.74803,131
-84.37567,33.848979999999997,152
-84.331580000000002,33.747819999999997,33
-84.396839999999997,33.764949999999999,247
-84.476590000000002,33.800469999999997,145
-84.406750000000002,33.746510000000001,249
-84.48742,33.688409999999998,214
-84.407439999999994,33.682630000000003,173
-84.360849999999999,33.809660000000001,60
-84.361220000000003,33.810380000000002,56
-84.473820000000003,33.77319,84
-84.416480000000007,33.762129999999999,379
-84.402829999999994,33.741729999999997,410
-84.485699999999994,33.75177,119
-84.441739999999996,33.862969999999997,4
-84.392610000000005,33.753869999999999,370
-84.387439999999998,33.761699999999998,434
-84.374070000000003,33.752960000000002,352
-84.359470000000002,33.847999999999999,206
-84.337040000000002,33.743400000000001,87
-84.412779999999998,33.803879999999999,422
-84.412670000000006,33.801810000000003,422
-84.405230000000003,33.745049999999999,301
-84.385339999999999,33.750959999999999,350
-84.352559999999997,33.734160000000003,37
-84.413709999999995,33.758220000000001,501
-84.410499999999999,33.77957,221
-84.448629999999994,33.710000000000001,102
-84.385540000000006,33.769289999999998,516
-84.394220000000004,33.758569999999999,280
-84.323239999999998,33.726019999999998,20
-84.369829999999993,33.847459999999998,253
-84.381590000000003,33.857500000000002,108
-84.544390000000007,33.701360000000001,20
-84.384039999999999,33.780189999999997,536
-84.480459999999994,33.70046,37
-84.493340000000003,33.727229999999999,27
-84.406120000000001,33.774250000000002,181
-84.352890000000002,33.76341,262
-84.362350000000006,33.851660000000003,688
-84.316450000000003,33.76408,27
-84.367720000000006,33.844819999999999,158
-84.513220000000004,33.767969999999998,52
-84.404650000000004,33.730260000000001,141
-84.472920000000002,33.7881,214
-84.366169999999997,33.849690000000002,116
-84.380129999999994,33.75582,135
-84.389049999999997,33.758319999999998,524
-84.491100000000003,33.781329999999997,122
-84.505859999999998,33.758940000000003,91
-84.407709999999994,33.759160000000001,105
-84.412679999999995,33.680970000000002,24
-84.425610000000006,33.800579999999997,221
-84.44453,33.710999999999999,84
-84.432760000000002,33.738120000000002,181
-84.368309999999994,33.809649999999998,172
-84.509079999999997,33.655709999999999,247
-84.423929999999999,33.713740000000001,121
-84.396479999999997,33.710079999999998,113
-84.350970000000004,33.763599999999997,236
-84.418629999999993,33.714950000000002,114
-84.421859999999995,33.771549999999998,60
-84.376360000000005,33.717550000000003,64
-84.353579999999994,33.826619999999998,70
-84.349320000000006,33.724710000000002,138
-84.388509999999997,33.680889999999998,43
-84.411900000000003,33.783450000000002,190
-84.415760000000006,33.734459999999999,216
-84.363460000000003,33.822960000000002,329
-84.467410000000001,33.709139999999998,51
-84.404859999999999,33.792310000000001,166
-84.417090000000002,33.718559999999997,107
-84.363799999999998,33.776350000000001,194
-84.393659999999997,33.679879999999997,147
-84.46181,33.722259999999999,88
-84.391300000000001,33.712989999999998,114
-84.357249999999993,33.776609999999998,88
-84.51464,33.675519999999999,45
-84.440700000000007,33.822760000000002,21
-84.526799999999994,33.741799999999998,17
-84.376019999999997,33.690710000000003,32
-84.521860000000004,33.750300000000003,15
-84.349350000000001,33.80903,40
-84.444370000000006,33.802489999999999,11
-84.35651,33.716250000000002,50
-84.419370000000001,33.74494,264
-84.347880000000004,33.758589999999998,228
-84.401319999999998,33.749639999999999,240
-84.436220000000006,33.808869999999999,106
-84.427400000000006,33.875030000000002,8
-84.451899999999995,33.768410000000003,131
-84.474050000000005,33.753770000000003,111
-84.351299999999995,33.81906,184
-84.370249999999999,33.810299999999998,153
-84.35866,33.700180000000003,152
-84.50394,33.714649999999999,27
-84.3857,33.810879999999997,9
-84.358689999999996,33.812089999999998,50
-84.374120000000005,33.812669999999997,100
-84.349159999999998,33.76634,352
-84.466800000000006,33.773330000000001,70
-84.466920000000002,33.776090000000003,81
-84.454539999999994,33.785580000000003,52
-84.406819999999996,33.719470000000001,112
-84.381550000000004,33.817970000000003,20
-84.415279999999996,33.800890000000003,175
-84.437880000000007,33.728250000000003,136
-84.351489999999998,33.691429999999997,38
-84.500820000000004,33.728259999999999,20
-84.49606,33.702190000000002,38
-84.35257,33.792819999999999,48
-84.372579999999999,33.844769999999997,173
-84.38588,33.784649999999999,266
-84.360349999999997,33.716830000000002,100
-84.392690000000002,33.810180000000003,244
-84.382829999999998,33.650770000000001,19
-84.489419999999996,33.774500000000003,60
-84.461789999999993,33.819090000000003,39
-84.409019999999998,33.682740000000003,189
-84.457639999999998,33.786850000000001,72
-84.502960000000002,33.763170000000002,125
-84.365780000000001,33.812350000000002,387
-84.449579999999997,33.738529999999997,43
-84.373909999999995,33.737130000000001,134
-84.455100000000002,33.703780000000002,97
-84.454970000000003,33.754739999999998,59
-84.346190000000007,33.756740000000001,329
-84.380219999999994,33.782020000000003,401
-84.46199,33.780880000000003,63
-84.381979999999999,33.75168,219
-84.380849999999995,33.838050000000003,162
